-6.042129225281306E-03  6.466147207407354E-03  8.697025391574593E-05 -7.340949389436893E-06 -5.013274120148366E-06  2.189694604890483E-07
 9.641327723118710E-01  2.465760952329768E-01  7.355032830476560E-05 -4.414756238829297E-03  1.662854248250772E-02 -1.141917171095722E-06
 2.498448739730900E+00 -4.465376195677621E+00 -3.737360937699062E-02  6.492384890941658E-03  4.042682241018491E-03 -1.620109807189240E-04
 1.345378062254299E+00  4.084608038233191E-01 -2.464109560220932E-02 -3.461024232126337E-03  1.460286918855168E-02  3.910679989453692E-04
-4.150243727322463E-02  7.249838052804233E-01  1.199344556569153E-02 -2.027816182702826E-02 -1.110945668283595E-03  1.154794297386271E-03
 5.103722722985534E+00 -8.589325573332745E+00 -5.383728342461085E-02  4.485417789473280E-03  2.835373677499000E-03 -2.279140494199569E-04
 2.643154303593134E-01 -3.157121726001744E-01 -5.104028200574216E-02  1.594913945525348E-02  1.943209256008390E-02  1.248175570907458E-04
 1.555699241302860E+01  1.221910149177578E+01 -1.561607122345573E-01 -2.458330565291503E-03  2.909818903772846E-03  4.265513850741358E-05
 2.940729786154520E+01 -5.493020236859943E+00 -5.646026488502861E-01  5.560167469202486E-04  3.104680620618448E-03 -7.683602888787474E-05
 1.380117924429881E+01 -3.120458231750964E+01 -6.530426906336843E-01  2.943869150028799E-03  5.975910025445406E-04 -9.154935281511588E-04
