          Efor_0.096,0,0.028563335,0.063166218,0.10961758,0.17315302,0.25792715,0.36638748,0.4986707,0.65221934,0.82179779,1
imp1_0.096,0,0.028181806,0.061818901,0.10638361,0.1672096,0.24904344,0.35529023,0.48709088,0.64251779,0.81624887,1
imp2_0.096,0,0.028310136,0.062372783,0.1078434,0.17002886,0.25339326,0.3608488,0.49298943,0.64751841,0.81912943,1
exct_0.096,0,0.027919987,0.061719256,0.10714006,0.16950545,0.25317229,0.36104974,0.49345836,0.64803746,0.81946412,1
Efor_0.296,0,0.089847163,0.18068792,0.27341868,0.36875102,0.46714198,0.56874932,0.67341593,0.78068517,0.88984546,1
imp1_0.296,0,0.088630386,0.17837232,0.27022909,0.3649978,0.46319138,0.56498805,0.67021331,0.77835655,0.88862064,1
imp2_0.296,0,0.089243454,0.17953922,0.27183682,0.36689024,0.46518405,0.56688588,0.67182978,0.77953218,0.8892391,1
exct_0.296,0,0.089406273,0.17984909,0.27226369,0.36739259,0.46571288,0.56738944,0.67225859,0.77984399,0.88940312,1
