x,y,z,vx,vy,vz
-1.82977e+11,3.26711e+11,2.73686e+09,-5496.14,-3422.77,137.181
-3.78413e+10,3.62631e+11,2.73485e+09,-13127.4,25377.5,134.825
1.91689e+11,-3.42267e+11,-2.86717e+09,5757.85,3585.64,-143.713
-1.83252e+11,3.2654e+11,2.74371e+09,-5490.87,-3432.16,137.102
-3.85048e+10,3.63898e+11,2.74159e+09,-13411.7,25293.8,134.742
1.91977e+11,-3.42087e+11,-2.87435e+09,5752.33,3595.49,-143.63
-1.83526e+11,3.26368e+11,2.75057e+09,-5485.59,-3441.56,137.023
-3.91825e+10,3.6516e+11,2.74832e+09,-13695.3,25207.3,134.66
1.92264e+11,-3.41907e+11,-2.88153e+09,5746.81,3605.33,-143.547
-1.83801e+11,3.26196e+11,2.75742e+09,-5480.31,-3450.95,136.944
-3.98743e+10,3.66419e+11,2.75505e+09,-13978.2,25117.9,134.578
1.92552e+11,-3.41727e+11,-2.8887e+09,5741.27,3615.17,-143.464
-1.84075e+11,3.26023e+11,2.76426e+09,-5475.01,-3460.33,136.865
-4.05803e+10,3.67672e+11,2.76178e+09,-14260.5,25025.7,134.496
1.92838e+11,-3.41546e+11,-2.89588e+09,5735.72,3625,-143.381
-1.84348e+11,3.2585e+11,2.7711e+09,-5469.71,-3469.71,136.785
-4.13004e+10,3.68921e+11,2.7685e+09,-14542,24930.6,134.416
1.93125e+11,-3.41364e+11,-2.90304e+09,5730.17,3634.83,-143.298
-1.84622e+11,3.25676e+11,2.77794e+09,-5464.4,-3479.09,136.705
-4.20345e+10,3.70165e+11,2.77522e+09,-14822.8,24832.7,134.335
1.93411e+11,-3.41182e+11,-2.91021e+09,5724.6,3644.65,-143.214
-1.84895e+11,3.25502e+11,2.78477e+09,-5459.08,-3488.47,136.625
-4.27826e+10,3.71404e+11,2.78194e+09,-15102.8,24732,134.255
1.93698e+11,-3.41e+11,-2.91736e+09,5719.03,3654.48,-143.13
-1.85167e+11,3.25327e+11,2.7916e+09,-5453.75,-3497.84,136.545
-4.35448e+10,3.72638e+11,2.78865e+09,-15381.9,24628.5,134.176
1.93983e+11,-3.40817e+11,-2.92452e+09,5713.45,3664.29,-143.046
-1.8544e+11,3.25152e+11,2.79843e+09,-5448.41,-3507.21,136.464
-4.43208e+10,3.73867e+11,2.79535e+09,-15660.2,24522.1,134.097
1.94269e+11,-3.40634e+11,-2.93167e+09,5707.86,3674.11,-142.962
-1.85712e+11,3.24976e+11,2.80525e+09,-5443.06,-3516.57,136.384
-4.51108e+10,3.75091e+11,2.80206e+09,-15937.7,24413,134.018
1.94554e+11,-3.4045e+11,-2.93882e+09,5702.26,3683.92,-142.877
-1.85984e+11,3.248e+11,2.81207e+09,-5437.71,-3525.93,136.303
-4.59146e+10,3.76309e+11,2.80876e+09,-16214.2,24301.1,133.94
1.94839e+11,-3.40265e+11,-2.94596e+09,5696.65,3693.72,-142.792
-1.86256e+11,3.24624e+11,2.81888e+09,-5432.34,-3535.28,136.221
-4.67322e+10,3.77521e+11,2.81545e+09,-16489.9,24186.3,133.863
1.95124e+11,-3.4008e+11,-2.95309e+09,5691.03,3703.52,-142.707
-1.86528e+11,3.24447e+11,2.82569e+09,-5426.97,-3544.64,136.14
-4.75636e+10,3.78727e+11,2.82214e+09,-16764.5,24068.8,133.786
1.95408e+11,-3.39895e+11,-2.96023e+09,5685.4,3713.32,-142.622
-1.86799e+11,3.24269e+11,2.83249e+09,-5421.59,-3553.98,136.059
-4.84087e+10,3.79928e+11,2.82883e+09,-17038.2,23948.6,133.709
1.95692e+11,-3.39709e+11,-2.96736e+09,5679.77,3723.11,-142.537
-1.8707e+11,3.24091e+11,2.83929e+09,-5416.2,-3563.33,135.977
-4.92674e+10,3.81122e+11,2.83551e+09,-17310.9,23825.5,133.633
1.95976e+11,-3.39522e+11,-2.97448e+09,5674.12,3732.9,-142.451
-1.8734e+11,3.23913e+11,2.84609e+09,-5410.8,-3572.67,135.895
-5.01398e+10,3.8231e+11,2.84219e+09,-17582.5,23699.7,133.557
1.9626e+11,-3.39336e+11,-2.9816e+09,5668.47,3742.69,-142.365
-1.87611e+11,3.23734e+11,2.85288e+09,-5405.4,-3582.01,135.813
-5.10257e+10,3.83492e+11,2.84887e+09,-17853,23571.1,133.482
1.96543e+11,-3.39148e+11,-2.98872e+09,5662.8,3752.47,-142.279
-1.87881e+11,3.23555e+11,2.85967e+09,-5399.98,-3591.34,135.73
-5.19251e+10,3.84667e+11,2.85554e+09,-18122.5,23439.8,133.408
1.96826e+11,-3.3896e+11,-2.99583e+09,5657.13,3762.25,-142.193
-1.88151e+11,3.23375e+11,2.86646e+09,-5394.56,-3600.67,135.648
-5.28379e+10,3.85836e+11,2.86221e+09,-18390.8,23305.8,133.333
1.97109e+11,-3.38772e+11,-3.00294e+09,5651.45,3772.02,-142.106
-1.8842e+11,3.23195e+11,2.87324e+09,-5389.12,-3610,135.565
-5.37641e+10,3.86998e+11,2.86887e+09,-18657.9,23169,133.26
1.97391e+11,-3.38583e+11,-3.01004e+09,5645.76,3781.8,-142.02
-1.8869e+11,3.23014e+11,2.88001e+09,-5383.68,-3619.32,135.482
-5.47037e+10,3.88153e+11,2.87554e+09,-18923.9,23029.5,133.186
1.97673e+11,-3.38394e+11,-3.01714e+09,5640.06,3791.56,-141.933
-1.88959e+11,3.22833e+11,2.88678e+09,-5378.23,-3628.64,135.399
-5.56565e+10,3.89301e+11,2.88219e+09,-19188.6,22887.4,133.113
1.97955e+11,-3.38204e+11,-3.02423e+09,5634.35,3801.32,-141.846
-1.89227e+11,3.22651e+11,2.89355e+09,-5372.77,-3637.95,135.315
-5.66226e+10,3.90442e+11,2.88885e+09,-19452.1,22742.5,133.041
1.98237e+11,-3.38014e+11,-3.03132e+09,5628.63,3811.08,-141.758
-1.89496e+11,3.22469e+11,2.90032e+09,-5367.31,-3647.26,135.232
-5.76018e+10,3.91575e+11,2.8955e+09,-19714.4,22594.9,132.969
1.98518e+11,-3.37823e+11,-3.03841e+09,5622.91,3820.84,-141.671
-1.89764e+11,3.22286e+11,2.90708e+09,-5361.83,-3656.57,135.148
-5.8594e+10,3.92701e+11,2.90214e+09,-19975.3,22444.7,132.898
1.98799e+11,-3.37632e+11,-3.04549e+09,5617.17,3830.59,-141.583
-1.90032e+11,3.22103e+11,2.91383e+09,-5356.35,-3665.87,135.064
-5.95993e+10,3.9382e+11,2.90879e+09,-20234.9,22291.8,132.827
1.9908e+11,-3.3744e+11,-3.05257e+09,5611.43,3840.34,-141.495
-1.903e+11,3.2192e+11,2.92058e+09,-5350.85,-3675.17,134.98
-6.06175e+10,3.9493e+11,2.91543e+09,-20493.2,22136.2,132.756
1.9936e+11,-3.37248e+11,-3.05964e+09,5605.67,3850.08,-141.406
-1.90567e+11,3.21736e+11,2.92733e+09,-5345.35,-3684.47,134.895
-6.16486e+10,3.96033e+11,2.92206e+09,-20750,21978.1,132.686
1.9964e+11,-3.37055e+11,-3.06671e+09,5599.91,3859.82,-141.318
-1.90834e+11,3.21551e+11,2.93407e+09,-5339.84,-3693.76,134.81
-6.26925e+10,3.97128e+11,2.9287e+09,-21005.5,21817.2,132.617
1.9992e+11,-3.36862e+11,-3.07377e+09,5594.14,3869.56,-141.229
-1.91101e+11,3.21366e+11,2.94081e+09,-5334.32,-3703.05,134.726
-6.37491e+10,3.98215e+11,2.93532e+09,-21259.5,21653.8,132.547
2.002e+11,-3.36668e+11,-3.08083e+09,5588.36,3879.29,-141.14
-1.91368e+11,3.21181e+11,2.94754e+09,-5328.79,-3712.34,134.64
-6.48185e+10,3.99294e+11,2.94195e+09,-21512,21487.8,132.479
2.00479e+11,-3.36474e+11,-3.08789e+09,5582.57,3889.02,-141.051
-1.91634e+11,3.20995e+11,2.95427e+09,-5323.26,-3721.62,134.555
-6.59004e+10,4.00364e+11,2.94857e+09,-21763.1,21319.1,132.41
2.00758e+11,-3.36279e+11,-3.09494e+09,5576.77,3898.74,-140.962
-1.919e+11,3.20809e+11,2.961e+09,-5317.71,-3730.9,134.47
-6.69948e+10,4.01425e+11,2.95519e+09,-22012.6,21147.9,132.342
2.01037e+11,-3.36084e+11,-3.10198e+09,5570.96,3908.46,-140.872
-1.92166e+11,3.20622e+11,2.96772e+09,-5312.16,-3740.17,134.384
-6.81016e+10,4.02479e+11,2.96181e+09,-22260.6,20974.2,132.275
2.01315e+11,-3.35888e+11,-3.10902e+09,5565.14,3918.18,-140.782
