x,y,z,vx,vy,vz
9.72046e+10,1.11579e+11,3.41104e+06,-22792.8,19449.2,-2.93045
4.06973e+11,-6.4613e+11,-6.42472e+09,10893.4,7585.2,-275.161
0,0,0,0,0,0
9.606e+10,1.12546e+11,3.26432e+06,-22990.6,19219.6,-2.93803
4.07517e+11,-6.4575e+11,-6.43848e+09,10887.4,7594.82,-275.065
0,0,0,0,0,0
9.49055e+10,1.13501e+11,3.11723e+06,-23186.2,18988,-2.94531
4.08061e+11,-6.4537e+11,-6.45223e+09,10881.3,7604.44,-274.969
0,0,0,0,0,0
9.37413e+10,1.14444e+11,2.96979e+06,-23379.5,18754.3,-2.95228
4.08605e+11,-6.4499e+11,-6.46597e+09,10875.2,7614.06,-274.873
0,0,0,0,0,0
9.25676e+10,1.15376e+11,2.82201e+06,-23570.4,18518.7,-2.95895
4.09149e+11,-6.44609e+11,-6.47972e+09,10869.1,7623.67,-274.777
0,0,0,0,0,0
9.13843e+10,1.16296e+11,2.6739e+06,-23759,18281.1,-2.96532
4.09692e+11,-6.44227e+11,-6.49345e+09,10863,7633.28,-274.68
0,0,0,0,0,0
9.01917e+10,1.17204e+11,2.52547e+06,-23945.1,18041.5,-2.97139
4.10235e+11,-6.43845e+11,-6.50718e+09,10856.9,7642.88,-274.583
0,0,0,0,0,0
8.89898e+10,1.181e+11,2.37676e+06,-24128.9,17800,-2.97715
4.10778e+11,-6.43463e+11,-6.52091e+09,10850.8,7652.48,-274.486
0,0,0,0,0,0
8.77788e+10,1.18984e+11,2.22776e+06,-24310.3,17556.7,-2.98261
4.1132e+11,-6.4308e+11,-6.53463e+09,10844.6,7662.07,-274.389
0,0,0,0,0,0
8.65588e+10,1.19856e+11,2.0785e+06,-24489.2,17311.4,-2.98776
4.11862e+11,-6.42697e+11,-6.54835e+09,10838.5,7671.66,-274.291
0,0,0,0,0,0
8.53298e+10,1.20715e+11,1.92898e+06,-24665.7,17064.3,-2.9926
4.12404e+11,-6.42313e+11,-6.56206e+09,10832.3,7681.25,-274.193
0,0,0,0,0,0
8.40922e+10,1.21562e+11,1.77924e+06,-24839.7,16815.3,-2.99713
4.12946e+11,-6.41929e+11,-6.57577e+09,10826.2,7690.83,-274.095
0,0,0,0,0,0
8.28459e+10,1.22397e+11,1.62927e+06,-25011.2,16564.6,-3.00136
4.13487e+11,-6.41544e+11,-6.58947e+09,10820,7700.4,-273.997
0,0,0,0,0,0
8.15911e+10,1.23219e+11,1.4791e+06,-25180.1,16312,-3.00528
4.14028e+11,-6.41159e+11,-6.60317e+09,10813.9,7709.98,-273.898
0,0,0,0,0,0
8.03279e+10,1.24028e+11,1.32874e+06,-25346.6,16057.8,-3.00889
4.14568e+11,-6.40773e+11,-6.61686e+09,10807.7,7719.54,-273.8
0,0,0,0,0,0
7.90564e+10,1.24825e+11,1.17821e+06,-25510.5,15801.7,-3.01218
4.15108e+11,-6.40387e+11,-6.63055e+09,10801.5,7729.1,-273.701
0,0,0,0,0,0
7.77768e+10,1.25608e+11,1.02752e+06,-25671.8,15544,-3.01517
4.15648e+11,-6.4e+11,-6.64423e+09,10795.3,7738.66,-273.602
0,0,0,0,0,0
7.64892e+10,1.26379e+11,876694,-25830.5,15284.6,-3.01785
4.16188e+11,-6.39613e+11,-6.65791e+09,10789.1,7748.21,-273.503
0,0,0,0,0,0
7.51938e+10,1.27137e+11,725738,-25986.6,15023.6,-3.02022
4.16727e+11,-6.39225e+11,-6.67158e+09,10782.8,7757.76,-273.403
0,0,0,0,0,0
7.38906e+10,1.27881e+11,574672,-26140.1,14760.9,-3.02227
4.17266e+11,-6.38837e+11,-6.68525e+09,10776.6,7767.31,-273.303
0,0,0,0,0,0
7.25798e+10,1.28613e+11,423511,-26290.9,14496.7,-3.02401
4.17805e+11,-6.38448e+11,-6.69891e+09,10770.4,7776.84,-273.203
0,0,0,0,0,0
7.12615e+10,1.29331e+11,272271,-26439,14230.8,-3.02544
4.18343e+11,-6.38059e+11,-6.71257e+09,10764.1,7786.38,-273.103
0,0,0,0,0,0
6.99359e+10,1.30036e+11,120967,-26584.5,13963.4,-3.02656
4.18881e+11,-6.3767e+11,-6.72622e+09,10757.9,7795.91,-273.003
0,0,0,0,0,0
6.8603e+10,1.30727e+11,-30384.4,-26727.3,13694.5,-3.02736
4.19419e+11,-6.3728e+11,-6.73987e+09,10751.6,7805.43,-272.902
0,0,0,0,0,0
6.72631e+10,1.31405e+11,-181769,-26867.4,13424.1,-3.02785
4.19956e+11,-6.36889e+11,-6.75351e+09,10745.3,7814.95,-272.801
0,0,0,0,0,0
6.59163e+10,1.3207e+11,-333169,-27004.7,13152.2,-3.02803
4.20494e+11,-6.36498e+11,-6.76715e+09,10739.1,7824.47,-272.7
0,0,0,0,0,0
6.45627e+10,1.32721e+11,-484571,-27139.3,12878.9,-3.02789
4.2103e+11,-6.36107e+11,-6.78078e+09,10732.8,7833.98,-272.599
0,0,0,0,0,0
6.32024e+10,1.33358e+11,-635958,-27271.2,12604.2,-3.02744
4.21567e+11,-6.35715e+11,-6.79441e+09,10726.5,7843.48,-272.498
0,0,0,0,0,0
6.18355e+10,1.33981e+11,-787315,-27400.2,12328.1,-3.02667
4.22103e+11,-6.35322e+11,-6.80803e+09,10720.2,7852.98,-272.396
0,0,0,0,0,0
6.04623e+10,1.34591e+11,-938625,-27526.5,12050.7,-3.02559
4.22639e+11,-6.3493e+11,-6.82165e+09,10713.9,7862.48,-272.294
0,0,0,0,0,0
5.90829e+10,1.35186e+11,-1.08987e+06,-27649.9,11771.9,-3.0242
4.23174e+11,-6.34536e+11,-6.83526e+09,10707.5,7871.97,-272.192
0,0,0,0,0,0
5.76973e+10,1.35768e+11,-1.24104e+06,-27770.6,11491.8,-3.02249
4.2371e+11,-6.34142e+11,-6.84887e+09,10701.2,7881.46,-272.09
0,0,0,0,0,0
5.63058e+10,1.36335e+11,-1.39212e+06,-27888.4,11210.5,-3.02047
4.24245e+11,-6.33748e+11,-6.86247e+09,10694.9,7890.94,-271.987
0,0,0,0,0,0
5.49085e+10,1.36889e+11,-1.54309e+06,-28003.3,10927.9,-3.01813
4.24779e+11,-6.33353e+11,-6.87607e+09,10688.5,7900.42,-271.884
0,0,0,0,0,0
5.35055e+10,1.37428e+11,-1.69394e+06,-28115.4,10644.1,-3.01548
4.25313e+11,-6.32958e+11,-6.88966e+09,10682.2,7909.89,-271.781
0,0,0,0,0,0
5.2097e+10,1.37953e+11,-1.84464e+06,-28224.6,10359.2,-3.01252
4.25847e+11,-6.32562e+11,-6.90325e+09,10675.8,7919.36,-271.678
0,0,0,0,0,0
5.0683e+10,1.38464e+11,-1.99519e+06,-28331,10073,-3.00924
4.26381e+11,-6.32166e+11,-6.91683e+09,10669.4,7928.82,-271.575
0,0,0,0,0,0
4.92639e+10,1.38961e+11,-2.14556e+06,-28434.4,9785.79,-3.00565
4.26914e+11,-6.31769e+11,-6.9304e+09,10663,7938.28,-271.471
0,0,0,0,0,0
4.78396e+10,1.39443e+11,-2.29575e+06,-28534.9,9497.45,-3.00174
4.27447e+11,-6.31372e+11,-6.94397e+09,10656.6,7947.73,-271.367
0,0,0,0,0,0
4.64104e+10,1.3991e+11,-2.44574e+06,-28632.5,9208.04,-2.99752
4.2798e+11,-6.30975e+11,-6.95754e+09,10650.2,7957.18,-271.263
0,0,0,0,0,0
4.49763e+10,1.40363e+11,-2.5955e+06,-28727.1,8917.59,-2.99299
4.28512e+11,-6.30576e+11,-6.9711e+09,10643.8,7966.63,-271.159
0,0,0,0,0,0
4.35377e+10,1.40802e+11,-2.74504e+06,-28818.8,8626.15,-2.98815
4.29044e+11,-6.30178e+11,-6.98466e+09,10637.4,7976.06,-271.055
0,0,0,0,0,0
4.20945e+10,1.41226e+11,-2.89432e+06,-28907.5,8333.72,-2.98299
4.29576e+11,-6.29779e+11,-6.99821e+09,10631,7985.5,-270.95
0,0,0,0,0,0
4.06469e+10,1.41635e+11,-3.04334e+06,-28993.3,8040.36,-2.97752
4.30107e+11,-6.29379e+11,-7.01175e+09,10624.5,7994.93,-270.845
0,0,0,0,0,0
3.91951e+10,1.4203e+11,-3.19207e+06,-29076,7746.08,-2.97175
4.30639e+11,-6.28979e+11,-7.02529e+09,10618.1,8004.35,-270.74
0,0,0,0,0,0
3.77393e+10,1.4241e+11,-3.34051e+06,-29155.8,7450.91,-2.96566
4.31169e+11,-6.28579e+11,-7.03882e+09,10611.6,8013.77,-270.634
0,0,0,0,0,0
3.62796e+10,1.42775e+11,-3.48864e+06,-29232.6,7154.89,-2.95926
4.317e+11,-6.28178e+11,-7.05235e+09,10605.2,8023.18,-270.529
0,0,0,0,0,0
3.4816e+10,1.43125e+11,-3.63644e+06,-29306.4,6858.05,-2.95255
4.3223e+11,-6.27777e+11,-7.06588e+09,10598.7,8032.59,-270.423
0,0,0,0,0,0
3.33489e+10,1.43461e+11,-3.78389e+06,-29377.1,6560.42,-2.94553
4.3276e+11,-6.27375e+11,-7.0794e+09,10592.2,8042,-270.317
0,0,0,0,0,0
3.18783e+10,1.43782e+11,-3.93099e+06,-29444.8,6262.03,-2.9382
4.33289e+11,-6.26972e+11,-7.09291e+09,10585.7,8051.4,-270.211
0,0,0,0,0,0
3.04044e+10,1.44087e+11,-4.07771e+06,-29509.5,5962.91,-2.93056
4.33818e+11,-6.2657e+11,-7.10642e+09,10579.2,8060.79,-270.104
0,0,0,0,0,0
2.89274e+10,1.44378e+11,-4.22404e+06,-29571.1,5663.09,-2.92262
4.34347e+11,-6.26166e+11,-7.11992e+09,10572.7,8070.18,-269.998
0,0,0,0,0,0
2.74473e+10,1.44653e+11,-4.36997e+06,-29629.6,5362.61,-2.91437
4.34875e+11,-6.25763e+11,-7.13342e+09,10566.2,8079.57,-269.891
0,0,0,0,0,0
2.59644e+10,1.44914e+11,-4.51548e+06,-29685.1,5061.49,-2.90581
4.35404e+11,-6.25358e+11,-7.14691e+09,10559.7,8088.95,-269.784
0,0,0,0,0,0
2.44788e+10,1.4516e+11,-4.66055e+06,-29737.5,4759.76,-2.89695
4.35931e+11,-6.24954e+11,-7.1604e+09,10553.1,8098.32,-269.677
0,0,0,0,0,0
2.29907e+10,1.4539e+11,-4.80518e+06,-29786.9,4457.46,-2.88779
4.36459e+11,-6.24549e+11,-7.17388e+09,10546.6,8107.69,-269.569
0,0,0,0,0,0
2.15001e+10,1.45605e+11,-4.94933e+06,-29833.1,4154.63,-2.87832
4.36986e+11,-6.24143e+11,-7.18735e+09,10540,8117.06,-269.461
0,0,0,0,0,0
2.00074e+10,1.45806e+11,-5.09301e+06,-29876.3,3851.28,-2.86855
4.37513e+11,-6.23737e+11,-7.20082e+09,10533.5,8126.42,-269.354
0,0,0,0,0,0
1.85125e+10,1.45991e+11,-5.23619e+06,-29916.3,3547.46,-2.85847
4.38039e+11,-6.2333e+11,-7.21429e+09,10526.9,8135.77,-269.245
0,0,0,0,0,0
1.70157e+10,1.4616e+11,-5.37886e+06,-29953.3,3243.19,-2.8481
4.38566e+11,-6.22923e+11,-7.22775e+09,10520.3,8145.12,-269.137
0,0,0,0,0,0
1.55172e+10,1.46315e+11,-5.521e+06,-29987.1,2938.51,-2.83742
4.39091e+11,-6.22516e+11,-7.2412e+09,10513.8,8154.47,-269.028
0,0,0,0,0,0
1.4017e+10,1.46454e+11,-5.6626e+06,-30017.9,2633.45,-2.82645
4.39617e+11,-6.22108e+11,-7.25465e+09,10507.2,8163.81,-268.92
0,0,0,0,0,0
1.25154e+10,1.46578e+11,-5.80364e+06,-30045.5,2328.04,-2.81518
4.40142e+11,-6.21699e+11,-7.26809e+09,10500.6,8173.14,-268.811
0,0,0,0,0,0
1.10125e+10,1.46687e+11,-5.94412e+06,-30069.9,2022.32,-2.80361
4.40667e+11,-6.21291e+11,-7.28153e+09,10493.9,8182.47,-268.701
0,0,0,0,0,0
9.5084e+09,1.4678e+11,-6.084e+06,-30091.3,1716.31,-2.79175
4.41191e+11,-6.20881e+11,-7.29496e+09,10487.3,8191.8,-268.592
0,0,0,0,0,0
8.00334e+09,1.46859e+11,-6.22329e+06,-30109.5,1410.05,-2.77959
4.41716e+11,-6.20471e+11,-7.30839e+09,10480.7,8201.12,-268.482
0,0,0,0,0,0
6.49745e+09,1.46921e+11,-6.36196e+06,-30124.6,1103.57,-2.76714
4.4224e+11,-6.20061e+11,-7.32181e+09,10474.1,8210.43,-268.373
0,0,0,0,0,0
4.99088e+09,1.46969e+11,-6.50001e+06,-30136.5,796.902,-2.7544
4.42763e+11,-6.1965e+11,-7.33523e+09,10467.4,8219.74,-268.263
0,0,0,0,0,0
3.4838e+09,1.47001e+11,-6.6374e+06,-30145.3,490.083,-2.74136
4.43286e+11,-6.19239e+11,-7.34864e+09,10460.8,8229.05,-268.152
0,0,0,0,0,0
1.97635e+09,1.47018e+11,-6.77414e+06,-30151,183.142,-2.72804
4.43809e+11,-6.18827e+11,-7.36204e+09,10454.1,8238.35,-268.042
0,0,0,0,0,0
4.68697e+08,1.47019e+11,-6.91021e+06,-30153.5,-123.886,-2.71443
4.44332e+11,-6.18415e+11,-7.37544e+09,10447.4,8247.64,-267.931
0,0,0,0,0,0
-1.039e+09,1.47006e+11,-7.04558e+06,-30152.9,-430.971,-2.70053
4.44854e+11,-6.18003e+11,-7.38884e+09,10440.7,8256.93,-267.82
0,0,0,0,0,0
-2.54659e+09,1.46976e+11,-7.18026e+06,-30149.1,-738.078,-2.68634
4.45376e+11,-6.1759e+11,-7.40222e+09,10434.1,8266.22,-267.709
0,0,0,0,0,0
-4.05391e+09,1.46932e+11,-7.31422e+06,-30142.2,-1045.18,-2.67188
4.45897e+11,-6.17176e+11,-7.41561e+09,10427.4,8275.5,-267.598
0,0,0,0,0,0
-5.56081e+09,1.46872e+11,-7.44745e+06,-30132.1,-1352.23,-2.65712
4.46419e+11,-6.16762e+11,-7.42898e+09,10420.7,8284.77,-267.486
0,0,0,0,0,0
-7.06712e+09,1.46797e+11,-7.57993e+06,-30118.8,-1659.21,-2.64209
4.46939e+11,-6.16348e+11,-7.44236e+09,10413.9,8294.04,-267.374
0,0,0,0,0,0
-8.57269e+09,1.46706e+11,-7.71166e+06,-30102.4,-1966.08,-2.62678
4.4746e+11,-6.15933e+11,-7.45572e+09,10407.2,8303.3,-267.262
0,0,0,0,0,0
-1.00774e+10,1.466e+11,-7.84261e+06,-30082.9,-2272.81,-2.61119
4.4798e+11,-6.15517e+11,-7.46908e+09,10400.5,8312.56,-267.15
0,0,0,0,0,0
-1.1581e+10,1.46479e+11,-7.97278e+06,-30060.2,-2579.37,-2.59532
4.485e+11,-6.15101e+11,-7.48244e+09,10393.7,8321.82,-267.038
0,0,0,0,0,0
-1.30834e+10,1.46342e+11,-8.10214e+06,-30034.4,-2885.72,-2.57918
4.49019e+11,-6.14685e+11,-7.49579e+09,10387,8331.07,-266.925
0,0,0,0,0,0
-1.45844e+10,1.4619e+11,-8.23069e+06,-30005.4,-3191.83,-2.56277
4.49539e+11,-6.14268e+11,-7.50913e+09,10380.2,8340.31,-266.812
0,0,0,0,0,0
-1.60839e+10,1.46023e+11,-8.35842e+06,-29973.3,-3497.67,-2.54608
4.50058e+11,-6.13851e+11,-7.52247e+09,10373.5,8349.55,-266.699
0,0,0,0,0,0
-1.75817e+10,1.4584e+11,-8.4853e+06,-29938,-3803.2,-2.52912
4.50576e+11,-6.13433e+11,-7.5358e+09,10366.7,8358.78,-266.586
0,0,0,0,0,0
-1.90777e+10,1.45642e+11,-8.61133e+06,-29899.6,-4108.4,-2.5119
4.51094e+11,-6.13015e+11,-7.54913e+09,10359.9,8368.01,-266.472
0,0,0,0,0,0
-2.05717e+10,1.45429e+11,-8.73649e+06,-29858,-4413.22,-2.49441
4.51612e+11,-6.12596e+11,-7.56245e+09,10353.1,8377.23,-266.359
0,0,0,0,0,0
-2.20635e+10,1.45201e+11,-8.86077e+06,-29813.3,-4717.64,-2.47665
4.52129e+11,-6.12177e+11,-7.57576e+09,10346.3,8386.45,-266.245
0,0,0,0,0,0
-2.3553e+10,1.44958e+11,-8.98416e+06,-29765.5,-5021.62,-2.45863
