      timestep,PE,KE
67000,3.9987927e+35,2.0192565e+35
67100,3.9700541e+35,1.9905075e+35
67200,3.9379554e+35,1.9584077e+35
67300,3.9061703e+35,1.9266183e+35
67400,3.8829846e+35,1.9034203e+35
67500,3.8545267e+35,1.8749697e+35
67600,3.8345279e+35,1.8549682e+35
67700,3.8229866e+35,1.8434172e+35
67800,3.8087405e+35,1.8291833e+35
67900,3.8070563e+35,1.827498e+35
68000,3.8087128e+35,1.8291538e+35
68100,3.8125732e+35,1.8330259e+35
68200,3.8283453e+35,1.8488009e+35
68300,3.8453469e+35,1.8658114e+35
68400,3.8677298e+35,1.888203e+35
68500,3.8962319e+35,1.9167136e+35
68600,3.9254603e+35,1.9459594e+35
68700,3.9598613e+35,1.9803736e+35
68800,3.9962999e+35,2.0168284e+35
68900,4.0299562e+35,2.0505113e+35
69000,4.0627451e+35,2.0833252e+35
69100,4.0950575e+35,2.1156666e+35
69200,4.1190359e+35,2.1396885e+35
69300,4.1373101e+35,2.1580114e+35
69400,4.1511552e+35,2.1719079e+35
69500,4.1503901e+35,2.1712148e+35
69600,4.1455439e+35,2.1664522e+35
69700,4.1343603e+35,2.1553577e+35
69800,4.1098655e+35,2.1309711e+35
69900,4.0860373e+35,2.1072522e+35
70000,4.0544549e+35,2.0757601e+35
70100,4.0197638e+35,2.0411302e+35
70200,3.9906357e+35,2.0120057e+35
70300,3.9540501e+35,1.9753799e+35
70400,3.9235914e+35,1.9448481e+35
70500,3.8986304e+35,1.9197901e+35
70600,3.8713843e+35,1.8924627e+35
70700,3.8550281e+35,1.8760258e+35
70800,3.8416331e+35,1.8625482e+35
70900,3.8305626e+35,1.8514236e+35
71000,3.8293568e+35,1.8501623e+35
71100,3.8325421e+35,1.8532925e+35
71200,3.8404153e+35,1.8611281e+35
71300,3.8542138e+35,1.8748889e+35
71400,3.8729694e+35,1.8936089e+35
71500,3.8953015e+35,1.9159139e+35
71600,3.9236356e+35,1.9442197e+35
71700,3.9532864e+35,1.973847e+35
71800,3.9822124e+35,2.0027529e+35
71900,4.016221e+35,2.0367372e+35
72000,4.0440814e+35,2.0645849e+35
72100,4.0698548e+35,2.0903469e+35
72200,4.0951149e+35,2.115584e+35
72300,4.1053046e+35,2.1257704e+35
72400,4.1136407e+35,2.1341021e+35
72500,4.1150768e+35,2.1355203e+35
72600,4.1017046e+35,2.1221511e+35
72700,4.087154e+35,2.1076015e+35
72800,4.0617619e+35,2.0821995e+35
72900,4.0306534e+35,2.0510977e+35
73000,4.001198e+35,2.0216423e+35
73100,3.9639809e+35,1.9844276e+35
73200,3.9295476e+35,1.9500057e+35
73300,3.8974935e+35,1.9179503e+35
73400,3.864439e+35,1.88491e+35
73500,3.839127e+35,1.8596128e+35
73600,3.8176378e+35,1.8381237e+35
73700,3.7983339e+35,1.8188465e+35
73800,3.786487e+35,1.8070191e+35
73900,3.7822984e+35,1.8028395e+35
74000,3.7811686e+35,1.8017434e+35
74100,3.7867952e+35,1.8073951e+35
74200,3.8001858e+35,1.82081e+35
74300,3.8149299e+35,1.8355955e+35
74400,3.8392636e+35,1.8599651e+35
74500,3.8674477e+35,1.8881944e+35
74600,3.895466e+35,1.9162698e+35
74700,3.9324564e+35,1.9533149e+35
74800,3.9654539e+35,1.9863864e+35
74900,4.000372e+35,2.0213812e+35
75000,4.038265e+35,2.0593298e+35
75100,4.0636955e+35,2.0848133e+35
75200,4.0901864e+35,2.1113134e+35
75300,4.1106465e+35,2.131726e+35
75400,4.117891e+35,2.138917e+35
75500,4.1227986e+35,2.1437475e+35
75600,4.1156046e+35,2.1364656e+35
75700,4.1000483e+35,2.1208494e+35
75800,4.0813398e+35,2.1020767e+35
75900,4.0547385e+35,2.0754211e+35
76000,4.025599e+35,2.0462482e+35
76100,3.9948872e+35,2.0154923e+35
76200,3.9630115e+35,1.9835911e+35
76300,3.9334152e+35,1.9539753e+35
76400,3.9079663e+35,1.9284936e+35
76500,3.8830921e+35,1.9036143e+35
76600,3.8622697e+35,1.8827787e+35
76700,3.8506902e+35,1.8711755e+35
76800,3.8391973e+35,1.8596889e+35
76900,3.8352356e+35,1.8557159e+35
77000,3.8395261e+35,1.8599942e+35
77100,3.8424829e+35,1.8629593e+35
77200,3.8570434e+35,1.8775122e+35
77300,3.8757838e+35,1.8962511e+35
77400,3.8949869e+35,1.9154582e+35
77500,3.9243471e+35,1.9448127e+35
77600,3.9512463e+35,1.971718e+35
77700,3.9827191e+35,2.0031912e+35
77800,4.0188436e+35,2.0393096e+35
77900,4.0471068e+35,2.0675815e+35
78000,4.0783283e+35,2.0988014e+35
78100,4.1056348e+35,2.1260996e+35
78200,4.1237942e+35,2.1442726e+35
78300,4.1394332e+35,2.1599125e+35
78400,4.1449972e+35,2.1654723e+35
78500,4.1405657e+35,2.1610579e+35
78600,4.1295628e+35,2.1500607e+35
78700,4.1114022e+35,2.1319064e+35
78800,4.0850094e+35,2.1055351e+35
78900,4.0540054e+35,2.0745423e+35
79000,4.0203886e+35,2.0409471e+35
79100,3.9830129e+35,2.0035976e+35
79200,3.9497025e+35,1.9703057e+35
79300,3.914864e+35,1.9355081e+35
79400,3.8811616e+35,1.9018416e+35
79500,3.8569852e+35,1.8776979e+35
79600,3.8306254e+35,1.8514022e+35
79700,3.8129183e+35,1.8337466e+35
79800,3.8033238e+35,1.8242084e+35
79900,3.791392e+35,1.8123594e+35
