x,y,z,vx,vy,vz
5.08004e+11,5.25537e+11,-1.35483e+10,-9640.3,9639.72,175.648
-4.84497e+09,-5.02093e+09,1.29241e+08,92.0659,-92.0131,-1.67878
1.31989e+11,-6.90246e+10,1.45671e+08,12243.1,26775.1,-7.11061
5.07522e+11,5.26019e+11,-1.35395e+10,-9648.76,9630.96,175.873
-4.84036e+09,-5.02553e+09,1.29157e+08,92.1473,-91.9297,-1.68094
1.32595e+11,-6.76827e+10,1.45314e+08,11979.1,26897.1,-7.14447
5.07039e+11,5.265e+11,-1.35307e+10,-9657.22,9622.19,176.099
-4.83575e+09,-5.03012e+09,1.29073e+08,92.2287,-91.8463,-1.68309
1.33187e+11,-6.63349e+10,1.44956e+08,11713.9,27016.6,-7.17783
5.06556e+11,5.26981e+11,-1.35219e+10,-9665.66,9613.41,176.324
-4.83114e+09,-5.03471e+09,1.28989e+08,92.3101,-91.7628,-1.68524
1.33766e+11,-6.49811e+10,1.44597e+08,11447.5,27133.5,-7.21068
5.06073e+11,5.27462e+11,-1.35131e+10,-9674.1,9604.63,176.549
-4.82652e+09,-5.0393e+09,1.28905e+08,92.3913,-91.6792,-1.68739
1.34332e+11,-6.36215e+10,1.44235e+08,11179.9,27247.9,-7.24303
5.05589e+11,5.27942e+11,-1.35042e+10,-9682.52,9595.83,176.775
-4.8219e+09,-5.04388e+09,1.2882e+08,92.4725,-91.5956,-1.68953
1.34884e+11,-6.22563e+10,1.43872e+08,10911.1,27359.6,-7.27486
5.05105e+11,5.28421e+11,-1.34954e+10,-9690.94,9587.04,176.999
-4.81727e+09,-5.04846e+09,1.28736e+08,92.5536,-91.5118,-1.69168
1.35423e+11,-6.08856e+10,1.43508e+08,10641.2,27468.8,-7.30618
5.0462e+11,5.289e+11,-1.34865e+10,-9699.35,9578.23,177.224
-4.81264e+09,-5.05303e+09,1.28651e+08,92.6346,-91.428,-1.69382
1.35949e+11,-5.95094e+10,1.43142e+08,10370.1,27575.3,-7.33699
5.04135e+11,5.29379e+11,-1.34777e+10,-9707.76,9569.41,177.449
-4.80801e+09,-5.0576e+09,1.28566e+08,92.7155,-91.3441,-1.69596
1.3646e+11,-5.8128e+10,1.42774e+08,10098,27679.2,-7.36727
5.03649e+11,5.29857e+11,-1.34688e+10,-9716.15,9560.59,177.673
-4.80337e+09,-5.06216e+09,1.28481e+08,92.7964,-91.2601,-1.6981
1.36958e+11,-5.67415e+10,1.42405e+08,9824.74,27780.4,-7.39702
5.03163e+11,5.30335e+11,-1.34599e+10,-9724.53,9551.76,177.897
-4.79873e+09,-5.06672e+09,1.28397e+08,92.8772,-91.1761,-1.70024
1.37443e+11,-5.535e+10,1.42034e+08,9550.46,27879.1,-7.42626
5.02677e+11,5.30813e+11,-1.3451e+10,-9732.91,9542.92,178.122
-4.79408e+09,-5.07128e+09,1.28311e+08,92.9579,-91.0919,-1.70238
1.37913e+11,-5.39536e+10,1.41662e+08,9275.16,27975,-7.45496
5.0219e+11,5.31289e+11,-1.34421e+10,-9741.28,9534.08,178.346
-4.78943e+09,-5.07583e+09,1.28226e+08,93.0385,-91.0077,-1.70452
1.3837e+11,-5.25525e+10,1.41289e+08,8998.85,28068.3,-7.48312
5.01702e+11,5.31766e+11,-1.34332e+10,-9749.64,9525.23,178.569
-4.78478e+09,-5.08038e+09,1.28141e+08,93.1191,-90.9234,-1.70665
1.38813e+11,-5.11468e+10,1.40914e+08,8721.57,28158.9,-7.51076
5.01215e+11,5.32242e+11,-1.34242e+10,-9757.99,9516.37,178.793
-4.78012e+09,-5.08493e+09,1.28056e+08,93.1995,-90.839,-1.70879
1.39242e+11,-4.97366e+10,1.40538e+08,8443.35,28246.8,-7.53785
5.00727e+11,5.32718e+11,-1.34153e+10,-9766.33,9507.5,179.016
-4.77546e+09,-5.08947e+09,1.2797e+08,93.2799,-90.7546,-1.71092
1.39658e+11,-4.83221e+10,1.4016e+08,8164.2,28331.9,-7.5644
5.00238e+11,5.33193e+11,-1.34063e+10,-9774.67,9498.63,179.24
-4.77079e+09,-5.094e+09,1.27885e+08,93.3602,-90.67,-1.71305
1.40059e+11,-4.69034e+10,1.39781e+08,7884.15,28414.4,-7.59041
4.99749e+11,5.33667e+11,-1.33974e+10,-9782.99,9489.74,179.463
-4.76612e+09,-5.09853e+09,1.27799e+08,93.4405,-90.5854,-1.71518
1.40446e+11,-4.54807e+10,1.39401e+08,7603.23,28494.1,-7.61587
4.9926e+11,5.34142e+11,-1.33884e+10,-9791.31,9480.85,179.686
-4.76145e+09,-5.10306e+09,1.27713e+08,93.5206,-90.5007,-1.7173
1.40819e+11,-4.4054e+10,1.3902e+08,7321.47,28571.2,-7.64079
4.9877e+11,5.34616e+11,-1.33794e+10,-9799.62,9471.96,179.909
-4.75677e+09,-5.10758e+09,1.27627e+08,93.6007,-90.4159,-1.71943
1.41178e+11,-4.26235e+10,1.38637e+08,7038.88,28645.4,-7.66515
4.9828e+11,5.35089e+11,-1.33704e+10,-9807.92,9463.05,180.131
-4.75209e+09,-5.1121e+09,1.27541e+08,93.6807,-90.3311,-1.72155
1.41523e+11,-4.11894e+10,1.38253e+08,6755.5,28716.9,-7.68896
4.97789e+11,5.35562e+11,-1.33614e+10,-9816.21,9454.14,180.354
-4.7474e+09,-5.11662e+09,1.27455e+08,93.7606,-90.2462,-1.72367
1.41854e+11,-3.97518e+10,1.37868e+08,6471.36,28785.7,-7.71221
4.97298e+11,5.36034e+11,-1.33524e+10,-9824.49,9445.22,180.576
-4.74271e+09,-5.12113e+09,1.27369e+08,93.8404,-90.1611,-1.7258
1.4217e+11,-3.83109e+10,1.37482e+08,6186.47,28851.6,-7.7349
4.96807e+11,5.36506e+11,-1.33433e+10,-9832.76,9436.29,180.798
-4.73802e+09,-5.12563e+09,1.27282e+08,93.9202,-90.076,-1.72791
1.42472e+11,-3.68667e+10,1.37095e+08,5900.86,28914.8,-7.75703
4.96315e+11,5.36978e+11,-1.33343e+10,-9841.03,9427.36,181.021
-4.73332e+09,-5.13013e+09,1.27196e+08,93.9999,-89.9909,-1.73003
1.4276e+11,-3.54194e+10,1.36706e+08,5614.57,28975.2,-7.77859
4.95823e+11,5.37449e+11,-1.33252e+10,-9849.29,9418.42,181.242
-4.72862e+09,-5.13463e+09,1.27109e+08,94.0795,-89.9056,-1.73215
1.43034e+11,-3.39692e+10,1.36317e+08,5327.62,29032.8,-7.79959
4.9533e+11,5.3792e+11,-1.33161e+10,-9857.54,9409.47,181.464
-4.72391e+09,-5.13912e+09,1.27023e+08,94.159,-89.8203,-1.73426
1.43293e+11,-3.25161e+10,1.35926e+08,5040.03,29087.6,-7.82003
4.94837e+11,5.3839e+11,-1.33071e+10,-9865.78,9400.51,181.686
-4.7192e+09,-5.14361e+09,1.26936e+08,94.2384,-89.7349,-1.73638
1.43538e+11,-3.10604e+10,1.35535e+08,4751.84,29139.6,-7.83989
4.94343e+11,5.3886e+11,-1.3298e+10,-9874.01,9391.55,181.907
-4.71449e+09,-5.1481e+09,1.26849e+08,94.3178,-89.6494,-1.73849
1.43768e+11,-2.96022e+10,1.35142e+08,4463.06,29188.7,-7.85917
4.93849e+11,5.39329e+11,-1.32889e+10,-9882.23,9382.58,182.128
-4.70977e+09,-5.15258e+09,1.26762e+08,94.3971,-89.5638,-1.7406
1.43984e+11,-2.81415e+10,1.34749e+08,4173.73,29235,-7.87788
4.93355e+11,5.39798e+11,-1.32798e+10,-9890.44,9373.6,182.349
-4.70505e+09,-5.15705e+09,1.26675e+08,94.4762,-89.4782,-1.74271
1.44186e+11,-2.66787e+10,1.34355e+08,3883.87,29278.5,-7.89602
4.9286e+11,5.40267e+11,-1.32706e+10,-9898.65,9364.61,182.57
-4.70032e+09,-5.16153e+09,1.26588e+08,94.5554,-89.3925,-1.74481
1.44373e+11,-2.52137e+10,1.33959e+08,3593.51,29319.2,-7.91358
4.92365e+11,5.40735e+11,-1.32615e+10,-9906.84,9355.62,182.791
-4.6956e+09,-5.16599e+09,1.26501e+08,94.6344,-89.3067,-1.74692
1.44545e+11,-2.37467e+10,1.33563e+08,3302.68,29357,-7.93055
4.9187e+11,5.41202e+11,-1.32524e+10,-9915.03,9346.62,183.011
-4.69086e+09,-5.17046e+09,1.26413e+08,94.7133,-89.2208,-1.74902
1.44703e+11,-2.2278e+10,1.33166e+08,3011.41,29391.9,-7.94694
4.91374e+11,5.41669e+11,-1.32432e+10,-9923.21,9337.61,183.232
-4.68612e+09,-5.17492e+09,1.26326e+08,94.7922,-89.1348,-1.75113
1.44846e+11,-2.08076e+10,1.32769e+08,2719.72,29424,-7.96275
4.90877e+11,5.42136e+11,-1.3234e+10,-9931.38,9328.59,183.452
-4.68138e+09,-5.17937e+09,1.26238e+08,94.871,-89.0488,-1.75323
1.44975e+11,-1.93356e+10,1.3237e+08,2427.64,29453.2,-7.97797
4.90381e+11,5.42602e+11,-1.32249e+10,-9939.54,9319.57,183.672
-4.67664e+09,-5.18382e+09,1.2615e+08,94.9497,-88.9627,-1.75533
1.45089e+11,-1.78622e+10,1.31971e+08,2135.19,29479.5,-7.9926
4.89883e+11,5.43068e+11,-1.32157e+10,-9947.7,9310.54,183.892
-4.67189e+09,-5.18827e+09,1.26062e+08,95.0283,-88.8765,-1.75742
1.45188e+11,-1.63876e+10,1.31571e+08,1842.42,29503,-8.00664
4.89386e+11,5.43533e+11,-1.32065e+10,-9955.84,9301.5,184.112
-4.66713e+09,-5.19271e+09,1.25975e+08,95.1069,-88.7902,-1.75952
1.45273e+11,-1.49119e+10,1.3117e+08,1549.34,29523.6,-8.02008
4.88888e+11,5.43998e+11,-1.31973e+10,-9963.98,9292.46,184.331
-4.66238e+09,-5.19715e+09,1.25887e+08,95.1853,-88.7038,-1.76161
1.45343e+11,-1.34353e+10,1.30769e+08,1255.98,29541.3,-8.03294
4.8839e+11,5.44462e+11,-1.3188e+10,-9972.1,9283.41,184.551
-4.65762e+09,-5.20158e+09,1.25798e+08,95.2637,-88.6174,-1.76371
1.45399e+11,-1.19578e+10,1.30367e+08,962.366,29556.1,-8.04519
4.87891e+11,5.44926e+11,-1.31788e+10,-9980.22,9274.35,184.77
-4.65285e+09,-5.20601e+09,1.2571e+08,95.342,-88.5309,-1.7658
1.45439e+11,-1.04797e+10,1.29964e+08,668.534,29568,-8.05685
4.87391e+11,5.4539e+11,-1.31696e+10,-9988.33,9265.28,184.989
-4.64808e+09,-5.21043e+09,1.25622e+08,95.4202,-88.4443,-1.76789
1.45466e+11,-9.00101e+09,1.29561e+08,374.51,29577,-8.06792
4.86892e+11,5.45853e+11,-1.31603e+10,-9996.43,9256.21,185.208
-4.64331e+09,-5.21485e+09,1.25533e+08,95.4983,-88.3577,-1.76998
1.45477e+11,-7.52197e+09,1.29157e+08,80.3199,29583.1,-8.07838
4.86392e+11,5.46315e+11,-1.3151e+10,-10004.5,9247.13,185.427
-4.63853e+09,-5.21927e+09,1.25445e+08,95.5764,-88.2709,-1.77206
1.45474e+11,-6.0427e+09,1.28753e+08,-214.007,29586.3,-8.08824
4.85891e+11,5.46778e+11,-1.31418e+10,-10012.6,9238.04,185.646
-4.63375e+09,-5.22368e+09,1.25356e+08,95.6543,-88.1841,-1.77415
1.45455e+11,-4.56335e+09,1.28349e+08,-508.442,29586.6,-8.0975
4.85391e+11,5.47239e+11,-1.31325e+10,-10020.7,9228.95,185.864
-4.62897e+09,-5.22809e+09,1.25267e+08,95.7322,-88.0972,-1.77623
1.45423e+11,-3.08405e+09,1.27944e+08,-802.956,29583.9,-8.10615
4.84889e+11,5.477e+11,-1.31232e+10,-10028.8,9219.84,186.082
-4.62418e+09,-5.23249e+09,1.25179e+08,95.81,-88.0102,-1.77831
1.45375e+11,-1.60495e+09,1.27538e+08,-1097.52,29578.4,-8.1142
4.84388e+11,5.48161e+11,-1.31139e+10,-10036.8,9210.73,186.3
-4.61938e+09,-5.23689e+09,1.2509e+08,95.8877,-87.9232,-1.78039
1.45313e+11,-1.26207e+08,1.27132e+08,-1392.11,29569.9,-8.12164
4.83886e+11,5.48622e+11,-1.31045e+10,-10044.9,9201.62,186.518
-4.61459e+09,-5.24128e+09,1.25001e+08,95.9654,-87.8361,-1.78247
1.45236e+11,1.35204e+09,1.26726e+08,-1686.69,29558.6,-8.12848
4.83383e+11,5.49081e+11,-1.30952e+10,-10052.9,9192.49,186.736
-4.60979e+09,-5.24567e+09,1.24911e+08,96.0429,-87.7489,-1.78455
1.45144e+11,2.82965e+09,1.26319e+08,-1981.24,29544.3,-8.13471
4.8288e+11,5.49541e+11,-1.30859e+10,-10060.9,9183.36,186.954
-4.60498e+09,-5.25006e+09,1.24822e+08,96.1204,-87.6616,-1.78662
1.45038e+11,4.30647e+09,1.25912e+08,-2275.73,29527.1,-8.14032
4.82377e+11,5.5e+11,-1.30765e+10,-10068.9,9174.22,187.171
-4.60018e+09,-5.25444e+09,1.24733e+08,96.1977,-87.5742,-1.7887
1.44917e+11,5.78236e+09,1.25505e+08,-2570.12,29506.9,-8.14533
4.81873e+11,5.50458e+11,-1.30672e+10,-10077,9165.08,187.388
-4.59536e+09,-5.25881e+09,1.24643e+08,96.275,-87.4868,-1.79077
1.44781e+11,7.25716e+09,1.25098e+08,-2864.39,29483.9,-8.14972
4.81369e+11,5.50916e+11,-1.30578e+10,-10085,9155.93,187.605
-4.59055e+09,-5.26318e+09,1.24554e+08,96.3522,-87.3993,-1.79284
1.4463e+11,8.73074e+09,1.2469e+08,-3158.51,29457.9,-8.1535
4.80865e+11,5.51374e+11,-1.30484e+10,-10093,9146.77,187.822
-4.58573e+09,-5.26755e+09,1.24464e+08,96.4294,-87.3117,-1.79491
1.44465e+11,1.02029e+10,1.24283e+08,-3452.45,29429,-8.15667
4.8036e+11,5.51831e+11,-1.3039e+10,-10101,9137.6,188.039
-4.58091e+09,-5.27192e+09,1.24374e+08,96.5064,-87.224,-1.79698
1.44285e+11,1.16736e+10,1.23875e+08,-3746.18,29397.1,-8.15922
4.79855e+11,5.52288e+11,-1.30296e+10,-10108.9,9128.43,188.256
-4.57608e+09,-5.27628e+09,1.24284e+08,96.5834,-87.1363,-1.79904
1.4409e+11,1.31427e+10,1.23467e+08,-4039.68,29362.4,-8.16116
4.79349e+11,5.52744e+11,-1.30202e+10,-10116.9,9119.24,188.472
-4.57125e+09,-5.28063e+09,1.24194e+08,96.6602,-87.0485,-1.80111
1.43881e+11,1.46099e+10,1.23059e+08,-4332.91,29324.7,-8.16249
4.78843e+11,5.53199e+11,-1.30107e+10,-10124.9,9110.06,188.688
-4.56641e+09,-5.28498e+09,1.24104e+08,96.737,-86.9606,-1.80317
1.43657e+11,1.60751e+10,1.2265e+08,-4625.84,29284.1,-8.16319
4.78337e+11,5.53655e+11,-1.30013e+10,-10132.8,9100.86,188.905
-4.56157e+09,-5.28933e+09,1.24014e+08,96.8137,-86.8726,-1.80523
1.43418e+11,1.75383e+10,1.22242e+08,-4918.45,29240.5,-8.16329
4.7783e+11,5.5411e+11,-1.29919e+10,-10140.8,9091.66,189.12
-4.55673e+09,-5.29367e+09,1.23924e+08,96.8903,-86.7845,-1.80729
1.43165e+11,1.89992e+10,1.21834e+08,-5210.7,29194.1,-8.16276
4.77323e+11,5.54564e+11,-1.29824e+10,-10148.7,9082.45,189.336
-4.55188e+09,-5.298e+09,1.23833e+08,96.9668,-86.6964,-1.80935
1.42897e+11,2.04577e+10,1.21426e+08,-5502.58,29144.7,-8.16161
4.76815e+11,5.55018e+11,-1.29729e+10,-10156.6,9073.23,189.552
-4.54703e+09,-5.30234e+09,1.23743e+08,97.0433,-86.6082,-1.81141
1.42615e+11,2.19137e+10,1.21018e+08,-5794.04,29092.4,-8.15985
4.76307e+11,5.55471e+11,-1.29634e+10,-10164.5,9064.01,189.767
-4.54218e+09,-5.30667e+09,1.23652e+08,97.1196,-86.5199,-1.81346
1.42318e+11,2.33669e+10,1.2061e+08,-6085.05,29037.2,-8.15747
4.75799e+11,5.55924e+11,-1.29539e+10,-10172.4,9054.78,189.982
-4.53732e+09,-5.31099e+09,1.23561e+08,97.1959,-86.4316,-1.81551
1.42006e+11,2.48174e+10,1.20202e+08,-6375.6,28979.1,-8.15447
